Orthogroup	Species	Compara_Prunus_dulcis.ALMONDv2.pep.all	Orthologs
OG0009382	OrthoDB_Prunus_dulcis_CNAG	VVA15602	3755_0_004f56
OG0009382	Texas_F1_protein	VVA15602	TexasF1_G29041.1
OG0009383	Texas_F1_protein	VVA15561	TexasF1_G28991.1
OG0009383	OrthoDB_Prunus_dulcis_CNAG	VVA15561	3755_0_004e10
OG0009384	OrthoDB_Prunus_dulcis_CNAG	VVA15634	3755_0_00566d
OG0009384	Texas_F1_protein	VVA15634	TexasF1_G29069.1
OG0009385	OrthoDB_Prunus_dulcis_CNAG	VVA15543	3755_0_005334
OG0009385	Texas_F1_protein	VVA15543	TexasF1_G28971.1
OG0009386	Texas_F1_protein	VVA15669	TexasF1_G29103.1
OG0009386	OrthoDB_Prunus_dulcis_CNAG	VVA15669	3755_0_005176
OG0009387	Texas_F1_protein	VVA15558	TexasF1_G28988.1
OG0009387	OrthoDB_Prunus_dulcis_CNAG	VVA15558	3755_0_0052db
OG0009388	Texas_F1_protein	VVA15569	TexasF1_G28998.1
OG0009388	OrthoDB_Prunus_dulcis_CNAG	VVA15569	3755_0_004e03
OG0009389	OrthoDB_Prunus_dulcis_CNAG	VVA15550	3755_0_005014
OG0009389	Texas_F1_protein	VVA15550	TexasF1_G28981.1
OG0009390	OrthoDB_Prunus_dulcis_CNAG	VVA15521, VVA15525	3755_0_005129
OG0009391	Texas_F1_protein	VVA15557	TexasF1_G28987.1
OG0009391	OrthoDB_Prunus_dulcis_CNAG	VVA15557	3755_0_005531
OG0009392	Texas_F1_protein	VVA15631	TexasF1_G29066.1
OG0009392	OrthoDB_Prunus_dulcis_CNAG	VVA15631	3755_0_005019
OG0009393	OrthoDB_Prunus_dulcis_CNAG	VVA15744	3755_0_004ec2
OG0009393	Texas_F1_protein	VVA15744	TexasF1_G29163.1
OG0009394	OrthoDB_Prunus_dulcis_CNAG	VVA15623	3755_0_005423
OG0009394	Texas_F1_protein	VVA15623	TexasF1_G29058.1
OG0009395	Texas_F1_protein	VVA15715	TexasF1_G29142.1
OG0009395	OrthoDB_Prunus_dulcis_CNAG	VVA15715	3755_0_005225
OG0009396	OrthoDB_Prunus_dulcis_CNAG	VVA15734	3755_0_0051b9
OG0009396	Texas_F1_protein	VVA15734	TexasF1_G29158.1
OG0009397	OrthoDB_Prunus_dulcis_CNAG	VVA15537	3755_0_005466
OG0009397	Texas_F1_protein	VVA15537	TexasF1_G28968.1
OG0009398	OrthoDB_Prunus_dulcis_CNAG	VVA15678	3755_0_005469
OG0009398	Texas_F1_protein	VVA15678	TexasF1_G29110.1
OG0009399	OrthoDB_Prunus_dulcis_CNAG	VVA15604	3755_0_0055e7
OG0009399	Texas_F1_protein	VVA15604	TexasF1_G29043.1
OG0009400	Texas_F1_protein	VVA15614	TexasF1_G29048.1
OG0009400	OrthoDB_Prunus_dulcis_CNAG	VVA15614	3755_0_005278
OG0009401	OrthoDB_Prunus_dulcis_CNAG	VVA15677	3755_0_00566f
OG0009401	Texas_F1_protein	VVA15677	TexasF1_G29109.1
OG0009402	OrthoDB_Prunus_dulcis_CNAG	VVA15599	3755_0_005619
OG0009402	Texas_F1_protein	VVA15599	TexasF1_G29036.1
OG0009403	OrthoDB_Prunus_dulcis_CNAG	VVA15714	3755_0_005184
OG0009403	Texas_F1_protein	VVA15714	TexasF1_G29140.1
OG0009404	OrthoDB_Prunus_dulcis_CNAG	VVA15655	3755_0_005661
OG0009404	Texas_F1_protein	VVA15655	TexasF1_G29092.1
OG0009405	Texas_F1_protein	VVA15629	TexasF1_G29063.1
OG0009405	OrthoDB_Prunus_dulcis_CNAG	VVA15629	3755_0_004fbd
OG0009406	Texas_F1_protein	VVA15684	TexasF1_G29115.1
OG0009406	OrthoDB_Prunus_dulcis_CNAG	VVA15684	3755_0_004f99
OG0009407	Texas_F1_protein	VVA15551	TexasF1_G28982.1
OG0009407	OrthoDB_Prunus_dulcis_CNAG	VVA15551	3755_0_004e14
OG0009408	OrthoDB_Prunus_dulcis_CNAG	VVA15594	3755_0_005649
OG0009408	Texas_F1_protein	VVA15594	TexasF1_G29030.1
OG0009409	OrthoDB_Prunus_dulcis_CNAG	VVA15653	3755_0_0054c9
OG0009409	Texas_F1_protein	VVA15653	TexasF1_G29089.1
OG0009410	OrthoDB_Prunus_dulcis_CNAG	VVA15729	3755_0_0052de
OG0009410	Texas_F1_protein	VVA15729	TexasF1_G29154.1
OG0009411	Texas_F1_protein	VVA15516	TexasF1_G28953.1
OG0009411	OrthoDB_Prunus_dulcis_CNAG	VVA15516	3755_0_005211
OG0009412	Texas_F1_protein	VVA15641	TexasF1_G29077.1
OG0009412	OrthoDB_Prunus_dulcis_CNAG	VVA15641	3755_0_004f38
OG0009413	OrthoDB_Prunus_dulcis_CNAG	VVA15644	3755_0_004dd5
OG0009413	Texas_F1_protein	VVA15644	TexasF1_G29080.1
OG0009414	OrthoDB_Prunus_dulcis_CNAG	VVA15559	3755_0_005010
OG0009414	Texas_F1_protein	VVA15559	TexasF1_G28990.1
OG0009415	Texas_F1_protein	VVA15664	TexasF1_G29099.1
OG0009415	OrthoDB_Prunus_dulcis_CNAG	VVA15664	3755_0_00539c
OG0009416	Texas_F1_protein	VVA15651	TexasF1_G29087.1
OG0009416	OrthoDB_Prunus_dulcis_CNAG	VVA15651	3755_0_0055b3
OG0009417	Texas_F1_protein	VVA15563	TexasF1_G28993.1
OG0009417	OrthoDB_Prunus_dulcis_CNAG	VVA15563	3755_0_004e40
OG0009418	Texas_F1_protein	VVA15580	TexasF1_G29019.1
OG0009418	OrthoDB_Prunus_dulcis_CNAG	VVA15580	3755_0_005362
OG0009419	Texas_F1_protein	VVA15658	TexasF1_G29095.1
OG0009419	OrthoDB_Prunus_dulcis_CNAG	VVA15658	3755_0_005435
OG0009420	OrthoDB_Prunus_dulcis_CNAG	VVA15609	3755_0_005618
OG0009420	Texas_F1_protein	VVA15609	TexasF1_G29047.1
OG0009421	Texas_F1_protein	VVA15617	TexasF1_G29051.1
OG0009421	OrthoDB_Prunus_dulcis_CNAG	VVA15617	3755_0_0052f3
OG0009422	OrthoDB_Prunus_dulcis_CNAG	VVA15670	3755_0_005416
OG0009422	Texas_F1_protein	VVA15670	TexasF1_G29104.1
OG0009423	OrthoDB_Prunus_dulcis_CNAG	VVA15646	3755_0_00501f
OG0009423	Texas_F1_protein	VVA15646	TexasF1_G29082.1
OG0009424	Texas_F1_protein	VVA15586	TexasF1_G29024.1
OG0009424	OrthoDB_Prunus_dulcis_CNAG	VVA15586	3755_0_00507c
OG0009425	OrthoDB_Prunus_dulcis_CNAG	VVA15616	3755_0_005389
OG0009425	Texas_F1_protein	VVA15616	TexasF1_G29050.1
OG0009426	OrthoDB_Prunus_dulcis_CNAG	VVA15610	3755_0_005505
OG0009426	Texas_F1_protein	VVA15610	TexasF1_G29141.1
OG0009427	OrthoDB_Prunus_dulcis_CNAG	VVA15696	3755_0_00517e
OG0009427	Texas_F1_protein	VVA15696	TexasF1_G29123.1
OG0009428	OrthoDB_Prunus_dulcis_CNAG	VVA15596	3755_0_004f12
OG0009428	Texas_F1_protein	VVA15596	TexasF1_G29032.1
OG0009429	Texas_F1_protein	VVA15645	TexasF1_G29081.1
OG0009429	OrthoDB_Prunus_dulcis_CNAG	VVA15645	3755_0_005428
OG0009430	Texas_F1_protein	VVA15718, VVA31322	TexasF1_G2051.1
OG0009431	Texas_F1_protein	VVA15589	TexasF1_G29026.1
OG0009431	OrthoDB_Prunus_dulcis_CNAG	VVA15589	3755_0_0053d9
OG0009432	OrthoDB_Prunus_dulcis_CNAG	VVA15595	3755_0_005471
OG0009432	Texas_F1_protein	VVA15595	TexasF1_G29031.1
OG0009433	Texas_F1_protein	VVA15622	TexasF1_G29057.1
OG0009433	OrthoDB_Prunus_dulcis_CNAG	VVA15622	3755_0_00549d
OG0009434	Texas_F1_protein	VVA15628	TexasF1_G29062.1
OG0009434	OrthoDB_Prunus_dulcis_CNAG	VVA15628	3755_0_004f5e
OG0009435	OrthoDB_Prunus_dulcis_CNAG	VVA15556	3755_0_00503f
OG0009435	Texas_F1_protein	VVA15556	TexasF1_G28986.1
OG0009436	Texas_F1_protein	VVA15681	TexasF1_G29112.1
OG0009436	OrthoDB_Prunus_dulcis_CNAG	VVA15681	3755_0_0055b9
OG0009437	Texas_F1_protein	VVA15547	TexasF1_G28978.1
OG0009437	OrthoDB_Prunus_dulcis_CNAG	VVA15547	3755_0_005130
OG0009438	Texas_F1_protein	VVA15733	TexasF1_G29157.1
OG0009438	OrthoDB_Prunus_dulcis_CNAG	VVA15733	3755_0_005126
OG0009439	OrthoDB_Prunus_dulcis_CNAG	VVA15603	3755_0_0052da
OG0009439	Texas_F1_protein	VVA15603	TexasF1_G29042.1
OG0009440	Texas_F1_protein	VVA15659	TexasF1_G29096.1
OG0009440	OrthoDB_Prunus_dulcis_CNAG	VVA15659	3755_0_004ef0
OG0009441	OrthoDB_Prunus_dulcis_CNAG	VVA15654	3755_0_005080
OG0009441	Texas_F1_protein	VVA15654	TexasF1_G29091.1
OG0009442	Texas_F1_protein	VVA15721	TexasF1_G29146.1
OG0009442	OrthoDB_Prunus_dulcis_CNAG	VVA15721	3755_0_004eb4
OG0009443	Texas_F1_protein	VVA15579	TexasF1_G29018.1
OG0009443	OrthoDB_Prunus_dulcis_CNAG	VVA15579	3755_0_00564c
OG0009444	OrthoDB_Prunus_dulcis_CNAG	VVA15583	3755_0_0055de
OG0009444	Texas_F1_protein	VVA15583	TexasF1_G29021.1
OG0009445	OrthoDB_Prunus_dulcis_CNAG	VVA15545	3755_0_0054bf
OG0009445	Texas_F1_protein	VVA15545	TexasF1_G28976.1
OG0009446	Texas_F1_protein	VVA15598	TexasF1_G29034.1
OG0009446	OrthoDB_Prunus_dulcis_CNAG	VVA15598	3755_0_005008
OG0009447	OrthoDB_Prunus_dulcis_CNAG	VVA15615	3755_0_005245
OG0009447	Texas_F1_protein	VVA15615	TexasF1_G29049.1
OG0009448	OrthoDB_Prunus_dulcis_CNAG	VVA15640	3755_0_0054a3
OG0009448	Texas_F1_protein	VVA15640	TexasF1_G29076.1
OG0009449	Texas_F1_protein	VVA15600	TexasF1_G29037.1
OG0009449	OrthoDB_Prunus_dulcis_CNAG	VVA15600	3755_0_0053bf
OG0009450	OrthoDB_Prunus_dulcis_CNAG	VVA15606	3755_0_005087
OG0009450	Texas_F1_protein	VVA15606	TexasF1_G29045.1
OG0009451	OrthoDB_Prunus_dulcis_CNAG	VVA15642	3755_0_004fad
OG0009451	Texas_F1_protein	VVA15642	TexasF1_G29078.1
OG0009452	OrthoDB_Prunus_dulcis_CNAG	VVA15720	3755_0_00519c
OG0009452	Texas_F1_protein	VVA15720	TexasF1_G29145.1
OG0009453	Texas_F1_protein	VVA15632	TexasF1_G29067.1
OG0009453	OrthoDB_Prunus_dulcis_CNAG	VVA15632	3755_0_00532c
OG0009454	OrthoDB_Prunus_dulcis_CNAG	VVA15725	3755_0_0052f8
OG0009454	Texas_F1_protein	VVA15725	TexasF1_G29149.1
OG0009455	OrthoDB_Prunus_dulcis_CNAG	VVA15605	3755_0_005112
OG0009455	Texas_F1_protein	VVA15605	TexasF1_G29044.1
OG0009456	Texas_F1_protein	VVA15531	TexasF1_G28962.1
OG0009456	OrthoDB_Prunus_dulcis_CNAG	VVA15531	3755_0_00527b
OG0009457	Texas_F1_protein	VVA15697	TexasF1_G29124.1
OG0009457	OrthoDB_Prunus_dulcis_CNAG	VVA15697	3755_0_004f25
OG0009458	Texas_F1_protein	VVA15564	TexasF1_G28994.1
OG0009458	OrthoDB_Prunus_dulcis_CNAG	VVA15564	3755_0_0055ae
OG0009459	Texas_F1_protein	VVA15964	TexasF1_G29604.1
OG0009459	OrthoDB_Prunus_dulcis_CNAG	VVA15964	3755_0_0054eb
OG0009460	Texas_F1_protein	VVA15984	TexasF1_G29616.1
OG0009460	OrthoDB_Prunus_dulcis_CNAG	VVA15984	3755_0_005275
OG0009461	OrthoDB_Prunus_dulcis_CNAG	VVA15795	3755_0_004efe
OG0009461	Texas_F1_protein	VVA15795	TexasF1_G29459.1
OG0009462	Texas_F1_protein	VVA15832	TexasF1_G29494.1
OG0009462	OrthoDB_Prunus_dulcis_CNAG	VVA15832	3755_0_00510d
OG0009463	Texas_F1_protein	VVA15878	TexasF1_G29534.1
OG0009463	OrthoDB_Prunus_dulcis_CNAG	VVA15878	3755_0_005173
OG0009464	OrthoDB_Prunus_dulcis_CNAG	VVA15803	3755_0_005353
OG0009464	Texas_F1_protein	VVA15803	TexasF1_G29466.1
OG0009465	Texas_F1_protein	VVA15831	TexasF1_G29493.1
OG0009465	OrthoDB_Prunus_dulcis_CNAG	VVA15831	3755_0_005454
OG0009466	OrthoDB_Prunus_dulcis_CNAG	VVA15786	3755_0_0055cf
OG0009466	Texas_F1_protein	VVA15786	TexasF1_G29450.1
OG0009467	Texas_F1_protein	VVA15837	TexasF1_G29499.1
OG0009467	OrthoDB_Prunus_dulcis_CNAG	VVA15837	3755_0_005421
OG0009468	OrthoDB_Prunus_dulcis_CNAG	VVA15775	3755_0_00551c
OG0009468	Texas_F1_protein	VVA15775	TexasF1_G29441.1
OG0009469	Texas_F1_protein	VVA15800	TexasF1_G29462.1
OG0009469	OrthoDB_Prunus_dulcis_CNAG	VVA15800	3755_0_004e72
OG0009470	Texas_F1_protein	VVA15961	TexasF1_G29602.1
OG0009470	OrthoDB_Prunus_dulcis_CNAG	VVA15961	3755_0_005232
OG0009471	Texas_F1_protein	VVA15941	TexasF1_G29580.1
OG0009471	OrthoDB_Prunus_dulcis_CNAG	VVA15941	3755_0_00550c
OG0009472	OrthoDB_Prunus_dulcis_CNAG	VVA15849	3755_0_005228
OG0009472	Texas_F1_protein	VVA15849	TexasF1_G29508.1
OG0009473	Texas_F1_protein	VVA15903	TexasF1_G29549.1
OG0009473	OrthoDB_Prunus_dulcis_CNAG	VVA15903	3755_0_005017
OG0009474	Texas_F1_protein	VVA15866	TexasF1_G29523.1
OG0009474	OrthoDB_Prunus_dulcis_CNAG	VVA15866	3755_0_00535f
OG0009475	OrthoDB_Prunus_dulcis_CNAG	VVA15811	3755_0_0050cc
OG0009475	Texas_F1_protein	VVA15811	TexasF1_G29473.1
OG0009476	Texas_F1_protein	VVA15944	TexasF1_G29583.1
OG0009476	OrthoDB_Prunus_dulcis_CNAG	VVA15944	3755_0_00542b
OG0009477	OrthoDB_Prunus_dulcis_CNAG	VVA15842	3755_0_004f9f
OG0009477	Texas_F1_protein	VVA15842	TexasF1_G29502.1
OG0009478	Texas_F1_protein	VVA15969	TexasF1_G29608.1
OG0009478	OrthoDB_Prunus_dulcis_CNAG	VVA15969	3755_0_004e4d
OG0009479	Texas_F1_protein	VVA15823	TexasF1_G29487.1
OG0009479	OrthoDB_Prunus_dulcis_CNAG	VVA15823	3755_0_005688
OG0009480	OrthoDB_Prunus_dulcis_CNAG	VVA15794	3755_0_004e6d
OG0009480	Texas_F1_protein	VVA15794	TexasF1_G29458.1
OG0009481	OrthoDB_Prunus_dulcis_CNAG	VVA15982	3755_0_0050e3
OG0009481	Texas_F1_protein	VVA15982	TexasF1_G29614.1
OG0009482	OrthoDB_Prunus_dulcis_CNAG	VVA15771	3755_0_004ec6
OG0009482	Texas_F1_protein	VVA15771	TexasF1_G29436.1
OG0009483	Texas_F1_protein	VVA15945	TexasF1_G29585.1
OG0009483	OrthoDB_Prunus_dulcis_CNAG	VVA15945	3755_0_004dcc
OG0009484	Texas_F1_protein	VVA15962	TexasF1_G29603.1
OG0009484	OrthoDB_Prunus_dulcis_CNAG	VVA15962	3755_0_005657
OG0009485	Texas_F1_protein	VVA15810	TexasF1_G29472.1
OG0009485	OrthoDB_Prunus_dulcis_CNAG	VVA15810	3755_0_005528
OG0009486	Texas_F1_protein	VVA15846	TexasF1_G29505.1
OG0009486	OrthoDB_Prunus_dulcis_CNAG	VVA15846	3755_0_005131
OG0009487	OrthoDB_Prunus_dulcis_CNAG	VVA15912	3755_0_004f97
OG0009487	Texas_F1_protein	VVA15912	TexasF1_G29556.1
OG0009488	Texas_F1_protein	VVA15788	TexasF1_G29452.1
OG0009488	OrthoDB_Prunus_dulcis_CNAG	VVA15788	3755_0_004f36
OG0009489	OrthoDB_Prunus_dulcis_CNAG	VVA15826	3755_0_00557d
OG0009489	Texas_F1_protein	VVA15826	TexasF1_G29489.1
OG0009490	OrthoDB_Prunus_dulcis_CNAG	VVA15869	3755_0_0051b5, 3755_0_0058e3
OG0009491	Texas_F1_protein	VVA15913	TexasF1_G29557.1
OG0009491	OrthoDB_Prunus_dulcis_CNAG	VVA15913	3755_0_00524b
OG0009492	OrthoDB_Prunus_dulcis_CNAG	VVA15882	3755_0_004fb6
OG0009492	Texas_F1_protein	VVA15882	TexasF1_G29538.1
OG0009493	Texas_F1_protein	VVA15923	TexasF1_G29569.1
OG0009493	OrthoDB_Prunus_dulcis_CNAG	VVA15923	3755_0_005427
OG0009494	Texas_F1_protein	VVA15879	TexasF1_G29535.1
OG0009494	OrthoDB_Prunus_dulcis_CNAG	VVA15879	3755_0_004f4c
OG0009495	OrthoDB_Prunus_dulcis_CNAG	VVA15942	3755_0_005635
OG0009495	Texas_F1_protein	VVA15942	TexasF1_G29581.1
OG0009496	Texas_F1_protein	VVA15988	TexasF1_G29619.1
OG0009496	OrthoDB_Prunus_dulcis_CNAG	VVA15988	3755_0_004f0a
OG0009497	Texas_F1_protein	VVA15809	TexasF1_G29471.1
OG0009497	OrthoDB_Prunus_dulcis_CNAG	VVA15809	3755_0_00543c
OG0009498	OrthoDB_Prunus_dulcis_CNAG	VVA15797	3755_0_005668
OG0009498	Texas_F1_protein	VVA15797	TexasF1_G29461.1
OG0009499	OrthoDB_Prunus_dulcis_CNAG	VVA15847	3755_0_005497
OG0009499	Texas_F1_protein	VVA15847	TexasF1_G29506.1
OG0009500	Texas_F1_protein	VVA15896	TexasF1_G29546.1
OG0009500	OrthoDB_Prunus_dulcis_CNAG	VVA15896	3755_0_004e1e
OG0009501	OrthoDB_Prunus_dulcis_CNAG	VVA15848	3755_0_0051ca
OG0009501	Texas_F1_protein	VVA15848	TexasF1_G29507.1
OG0009502	OrthoDB_Prunus_dulcis_CNAG	VVA15854	3755_0_005209
OG0009502	Texas_F1_protein	VVA15854	TexasF1_G29514.1
OG0009503	Texas_F1_protein	VVA15850	TexasF1_G29509.1
OG0009503	OrthoDB_Prunus_dulcis_CNAG	VVA15850	3755_0_004f17
OG0009504	OrthoDB_Prunus_dulcis_CNAG	VVA15924	3755_0_0053e3
OG0009504	Texas_F1_protein	VVA15924	TexasF1_G29570.1
OG0009505	OrthoDB_Prunus_dulcis_CNAG	VVA15953	3755_0_0054d7
OG0009505	Texas_F1_protein	VVA15953	TexasF1_G29594.1
OG0009506	Texas_F1_protein	VVA15757, VVA15755	TexasF1_G29422.1
OG0009507	Texas_F1_protein	VVA15965	TexasF1_G29605.1
OG0009507	OrthoDB_Prunus_dulcis_CNAG	VVA15965	3755_0_004fc3
OG0009508	OrthoDB_Prunus_dulcis_CNAG	VVA15793	3755_0_004ed2
OG0009508	Texas_F1_protein	VVA15793	TexasF1_G29456.1
OG0009509	OrthoDB_Prunus_dulcis_CNAG	VVA15983	3755_0_00544c
OG0009509	Texas_F1_protein	VVA15983	TexasF1_G29615.1
OG0009510	OrthoDB_Prunus_dulcis_CNAG	VVA15812	3755_0_0053f5
OG0009510	Texas_F1_protein	VVA15812	TexasF1_G29479.1
OG0009511	Texas_F1_protein	VVA15754	TexasF1_G29419.1
OG0009511	OrthoDB_Prunus_dulcis_CNAG	VVA15754	3755_0_00561a
OG0009512	OrthoDB_Prunus_dulcis_CNAG	VVA15792	3755_0_005013
OG0009512	Texas_F1_protein	VVA15792	TexasF1_G29455.1
OG0009513	Texas_F1_protein	VVA15764	TexasF1_G29431.1
OG0009513	OrthoDB_Prunus_dulcis_CNAG	VVA15764	3755_0_004e6a
OG0009514	Texas_F1_protein	VVA15904	TexasF1_G29550.1
OG0009514	OrthoDB_Prunus_dulcis_CNAG	VVA15904	3755_0_00520c
OG0009515	OrthoDB_Prunus_dulcis_CNAG	VVA15856	3755_0_004e7f
OG0009515	Texas_F1_protein	VVA15856	TexasF1_G29516.1
OG0009516	OrthoDB_Prunus_dulcis_CNAG	VVA15819	3755_0_0055f7
OG0009516	Texas_F1_protein	VVA15819	TexasF1_G29484.1
OG0009517	Texas_F1_protein	VVA15802	TexasF1_G29465.1
OG0009517	OrthoDB_Prunus_dulcis_CNAG	VVA15802	3755_0_0052f0
OG0009518	OrthoDB_Prunus_dulcis_CNAG	VVA15777	3755_0_0051e9
OG0009518	Texas_F1_protein	VVA15777	TexasF1_G29442.1
OG0009519	Texas_F1_protein	VVA15763	TexasF1_G29430.1
OG0009519	OrthoDB_Prunus_dulcis_CNAG	VVA15763	3755_0_004e3e
OG0009520	Texas_F1_protein	VVA15808	TexasF1_G29470.1
OG0009520	OrthoDB_Prunus_dulcis_CNAG	VVA15808	3755_0_0051e6
OG0009521	OrthoDB_Prunus_dulcis_CNAG	VVA15862	3755_0_004fe5
OG0009521	Texas_F1_protein	VVA15862	TexasF1_G29520.1
OG0009522	OrthoDB_Prunus_dulcis_CNAG	VVA15917	3755_0_005456
OG0009522	Texas_F1_protein	VVA15917	TexasF1_G29560.1
OG0009523	OrthoDB_Prunus_dulcis_CNAG	VVA15959	3755_0_0050d2
OG0009523	Texas_F1_protein	VVA15959	TexasF1_G29600.1
OG0009524	OrthoDB_Prunus_dulcis_CNAG	VVA15938	3755_0_004f2e
OG0009524	Texas_F1_protein	VVA15938	TexasF1_G29578.1
OG0009525	OrthoDB_Prunus_dulcis_CNAG	VVA15996	3755_0_005239
OG0009525	Texas_F1_protein	VVA15996	TexasF1_G29624.1
OG0009526	Texas_F1_protein	VVA15852	TexasF1_G29511.1
OG0009526	OrthoDB_Prunus_dulcis_CNAG	VVA15852	3755_0_005199
OG0009527	Texas_F1_protein	VVA15833	TexasF1_G29495.1
OG0009527	OrthoDB_Prunus_dulcis_CNAG	VVA15833	3755_0_00531f
OG0009528	OrthoDB_Prunus_dulcis_CNAG	VVA15766	3755_0_005261
OG0009528	Texas_F1_protein	VVA15766	TexasF1_G29433.1
OG0009529	Texas_F1_protein	VVA15973	TexasF1_G29610.1
OG0009529	OrthoDB_Prunus_dulcis_CNAG	VVA15973	3755_0_004e67
OG0009530	Texas_F1_protein	VVA15834	TexasF1_G29496.1
OG0009530	OrthoDB_Prunus_dulcis_CNAG	VVA15834	3755_0_004f23
OG0009531	OrthoDB_Prunus_dulcis_CNAG	VVA15943	3755_0_0054a1
OG0009531	Texas_F1_protein	VVA15943	TexasF1_G29582.1
OG0009532	OrthoDB_Prunus_dulcis_CNAG	VVA15908	3755_0_0053ff
OG0009532	Texas_F1_protein	VVA15908	TexasF1_G29552.1
OG0009533	OrthoDB_Prunus_dulcis_CNAG	VVA15914	3755_0_004fe8
OG0009533	Texas_F1_protein	VVA15914	TexasF1_G29558.1
OG0009534	OrthoDB_Prunus_dulcis_CNAG	VVA15954	3755_0_00520a
OG0009534	Texas_F1_protein	VVA15954	TexasF1_G29595.1
OG0009535	Texas_F1_protein	VVA15918	TexasF1_G29561.1
OG0009535	OrthoDB_Prunus_dulcis_CNAG	VVA15918	3755_0_005114
OG0009536	Texas_F1_protein	VVA15781	TexasF1_G29445.1
OG0009536	OrthoDB_Prunus_dulcis_CNAG	VVA15781	3755_0_005556
OG0009537	OrthoDB_Prunus_dulcis_CNAG	VVA15925	3755_0_0052d6
OG0009537	Texas_F1_protein	VVA15925	TexasF1_G29571.1
OG0009538	OrthoDB_Prunus_dulcis_CNAG	VVA15845	3755_0_005537
OG0009538	Texas_F1_protein	VVA15845	TexasF1_G29504.1
OG0009539	Texas_F1_protein	VVA15881	TexasF1_G29537.1
OG0009539	OrthoDB_Prunus_dulcis_CNAG	VVA15881	3755_0_004e96
OG0009540	Texas_F1_protein	VVA15985	TexasF1_G29617.1
OG0009540	OrthoDB_Prunus_dulcis_CNAG	VVA15985	3755_0_0054e7
OG0009541	OrthoDB_Prunus_dulcis_CNAG	VVA15839	3755_0_0050eb
OG0009541	Texas_F1_protein	VVA15839	TexasF1_G29500.1
OG0009542	OrthoDB_Prunus_dulcis_CNAG	VVA15880	3755_0_005414
OG0009542	Texas_F1_protein	VVA15880	TexasF1_G29536.1
OG0009543	Texas_F1_protein	VVA15892	TexasF1_G29544.1
OG0009543	OrthoDB_Prunus_dulcis_CNAG	VVA15892	3755_0_00532e
OG0009544	Texas_F1_protein	VVA15801	TexasF1_G29463.1
OG0009544	OrthoDB_Prunus_dulcis_CNAG	VVA15801	3755_0_00535e
OG0009545	OrthoDB_Prunus_dulcis_CNAG	VVA15835	3755_0_00531e
OG0009545	Texas_F1_protein	VVA15835	TexasF1_G29497.1
OG0009546	OrthoDB_Prunus_dulcis_CNAG	VVA15818	3755_0_00559f
OG0009546	Texas_F1_protein	VVA15818	TexasF1_G29483.1
OG0009547	OrthoDB_Prunus_dulcis_CNAG	VVA15864	3755_0_004ed0
OG0009547	Texas_F1_protein	VVA15864	TexasF1_G29522.1
OG0009548	OrthoDB_Prunus_dulcis_CNAG	VVA15857	3755_0_00546f
OG0009548	Texas_F1_protein	VVA15857	TexasF1_G29517.1
OG0009549	OrthoDB_Prunus_dulcis_CNAG	VVA15949	3755_0_004e94
OG0009549	Texas_F1_protein	VVA15949	TexasF1_G29592.1
OG0009550	Texas_F1_protein	VVA15765	TexasF1_G29432.1
OG0009550	OrthoDB_Prunus_dulcis_CNAG	VVA15765	3755_0_004fd7
OG0009551	Texas_F1_protein	VVA15828	TexasF1_G29491.1
OG0009551	OrthoDB_Prunus_dulcis_CNAG	VVA15828	3755_0_005519
OG0009552	Texas_F1_protein	VVA15789	TexasF1_G29453.1
OG0009552	OrthoDB_Prunus_dulcis_CNAG	VVA15789	3755_0_00516a
OG0009553	Texas_F1_protein	VVA15911	TexasF1_G29554.1
OG0009553	OrthoDB_Prunus_dulcis_CNAG	VVA15911	3755_0_00545a
OG0009554	Texas_F1_protein	VVA15778	TexasF1_G29443.1
OG0009554	OrthoDB_Prunus_dulcis_CNAG	VVA15778	3755_0_005315
OG0009555	Texas_F1_protein	VVA15992	TexasF1_G29621.1
OG0009555	OrthoDB_Prunus_dulcis_CNAG	VVA15992	3755_0_004dc2
OG0009556	OrthoDB_Prunus_dulcis_CNAG	VVA15796	3755_0_004ded
OG0009556	Texas_F1_protein	VVA15796	TexasF1_G29460.1
OG0009557	OrthoDB_Prunus_dulcis_CNAG	VVA15931	3755_0_00559b
OG0009557	Texas_F1_protein	VVA15931	TexasF1_G29574.1
OG0009558	OrthoDB_Prunus_dulcis_CNAG	VVA16170	3755_0_000497
OG0009558	Texas_F1_protein	VVA16170	TexasF1_G999.1
OG0009559	OrthoDB_Prunus_dulcis_CNAG	VVA16151, VVA16150	3755_0_0011cc
OG0009560	Texas_F1_protein	VVA16167	TexasF1_G996.1
OG0009560	OrthoDB_Prunus_dulcis_CNAG	VVA16167	3755_0_000352
OG0009561	Texas_F1_protein	VVA16027	TexasF1_G860.1
OG0009561	OrthoDB_Prunus_dulcis_CNAG	VVA16027	3755_0_00046f
OG0009562	OrthoDB_Prunus_dulcis_CNAG	VVA16033	3755_0_001220
OG0009562	Texas_F1_protein	VVA16033	TexasF1_G865.1
OG0009563	OrthoDB_Prunus_dulcis_CNAG	VVA16155	3755_0_000971
OG0009563	Texas_F1_protein	VVA16155	TexasF1_G986.1
OG0009564	OrthoDB_Prunus_dulcis_CNAG	VVA16111	3755_0_00023d
OG0009564	Texas_F1_protein	VVA16111	TexasF1_G943.1
