Orthogroup	Species	Prunus_armeniaca_Marouch_n14_peptide	Orthologs
OG0003297	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G175200.t1.p1_1	36596_0_00374c, 36596_0_00096c
OG0003298	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G042700.t1.p1_1	36596_0_004285, 36596_0_00097a
OG0003299	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G736500.t1.p1_1, PruarM.1G736500.t2.p1_1	36596_0_00097b
OG0003300	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G716700.t2.p1_1, PruarM.1G716700.t1.p1_1	36596_0_00097c
OG0003301	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G725300.t1.p1_1	36596_0_000980, 36596_0_002716
OG0003302	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G228600.t1.p1_1	36596_0_00098a, 36596_0_004c75
OG0003303	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G554700.t2.p1_1, PruarM.1G554700.t1.p1_1	36596_0_000992
OG0003304	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G379900.t2.p1_1, PruarM.1G379900.t1.p1_1	36596_0_0009aa
OG0003305	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G024100.t1.p1_1	36596_0_0009ad, 36596_0_007509
OG0003306	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G471500.t1.p1_1	36596_0_0009ae, 36596_0_00553d
OG0003307	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G490400.t1.p1_1	36596_0_005585, 36596_0_0009c8
OG0003308	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G574100.t1.p1_1	36596_0_0009ce, 36596_0_0010f4
OG0003309	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G421400.t1.p1_1, PruarM.1G421400.t2.p1_1	36596_0_0009d1
OG0003310	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G670200.t1.p1_1	36596_0_0009d2, 36596_0_003482
OG0003311	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G188900.t1.p1_1	36596_0_0009e2, 36596_0_005b79
OG0003312	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G573600.t2.p1_1, PruarM.1G573600.t1.p1_1	36596_0_0009f7
OG0003313	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G080700.t1.p1_1, PruarM.1G080700.t2.p1_1	36596_0_0009f9
OG0003314	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G699100.t2.p1_1, PruarM.1G699100.t1.p1_1	36596_0_000a05
OG0003315	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G774100.t1.p1_1, PruarM.1G774100.t2.p1_1	36596_0_000a1a
OG0003316	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G467200.t2.p1_1, PruarM.1G467200.t1.p1_1	36596_0_000a1e
OG0003317	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G358400.t1.p1_1	36596_0_000a22, 36596_0_006447
OG0003318	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G200900.t1.p1_1	36596_0_000a3a, 36596_0_00183f
OG0003319	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G027100.t1.p1_1, PruarM.1G027000.t1.p1_1	36596_0_000a3d
OG0003320	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G778600.t1.p1_1, PruarM.1G778600.t2.p1_1	36596_0_000a69
OG0003321	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G437200.t2.p1_1, PruarM.1G437200.t1.p1_1	36596_0_000a75
OG0003322	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G407900.t2.p1_1, PruarM.1G407900.t1.p1_1	36596_0_000a77
OG0003323	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G262700.t1.p1_1	36596_0_004abc, 36596_0_000a82
OG0003324	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G310900.t1.p1_1	36596_0_0075a1, 36596_0_000a87
OG0003325	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G308900.t1.p1_1, PruarM.1G308600.t1.p1_1	36596_0_000a8d
OG0003326	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G629400.t1.p1_1	36596_0_002bfc, 36596_0_000a90
OG0003327	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G460100.t2.p1_1, PruarM.1G460100.t1.p1_1	36596_0_000a91
OG0003328	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G803300.t1.p1_1, PruarM.1G797000.t1.p1_1	36596_0_000a9f
OG0003329	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G526400.t2.p1_1, PruarM.1G526400.t1.p1_1	36596_0_000aa9
OG0003330	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G682900.t1.p1_1, PruarM.1G682900.t2.p1_1	36596_0_000aac
OG0003331	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G031000.t1.p1_1, PruarM.1G031200.t1.p1_1	36596_0_000ab0
OG0003332	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G517400.t2.p1_1, PruarM.1G517400.t1.p1_1	36596_0_000ab5
OG0003333	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G664100.t2.p1_1, PruarM.1G664100.t1.p1_1	36596_0_000abb
OG0003334	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G690700.t2.p1_1, PruarM.1G690700.t1.p1_1	36596_0_000acf
OG0003335	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G012500.t1.p1_1, PruarM.1G302300.t1.p1_1	36596_0_000ae6
OG0003336	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G631800.t1.p1_1, PruarM.1G631800.t2.p1_1	36596_0_000ae8
OG0003337	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G551300.t1.p1_1, PruarM.1G551300.t2.p1_1	36596_0_000aed
OG0003338	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G287000.t1.p1_1	36596_0_003f04, 36596_0_000afc
OG0003339	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G089100.t1.p1_1	36596_0_0026a4, 36596_0_000b03
OG0003340	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G236800.t1.p1_1	36596_0_004fd4, 36596_0_000b05
OG0003341	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G203400.t1.p1_1, PruarM.1G203400.t2.p1_1	36596_0_000b0e
OG0003342	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G009600.t1.p1_1	36596_0_000b17, 36596_0_00519c
OG0003343	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G771000.t1.p1_1	36596_0_003417, 36596_0_000b21
OG0003344	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G728100.t1.p1_1, PruarM.1G728100.t2.p1_1	36596_0_000b33
OG0003345	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G081400.t1.p1_1	36596_0_000b39, 36596_0_000ef1
OG0003346	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G397100.t1.p1_1	36596_0_002d82, 36596_0_000b45
OG0003347	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G720300.t1.p1_1	36596_0_000b4c, 36596_0_0063d5
OG0003348	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G221800.t2.p1_1, PruarM.1G221800.t1.p1_1	36596_0_000b50
OG0003349	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G448900.t1.p1_1, PruarM.1G448900.t2.p1_1	36596_0_000b56
OG0003350	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G289500.t1.p1_1	36596_0_00168b, 36596_0_000b60
OG0003351	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G710700.t1.p1_1	36596_0_006ead, 36596_0_000b6f
OG0003352	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G385800.t1.p1_1	36596_0_00292c, 36596_0_000b76
OG0003353	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G146900.t1.p1_1, PruarM.1G146600.t1.p1_1	36596_0_000b8c
OG0003354	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G232200.t1.p1_1	36596_0_001544, 36596_0_000b96
OG0003355	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G713100.t3.p1_1, PruarM.1G713100.t1.p1_1	36596_0_000b97
OG0003356	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G693500.t1.p1_1, PruarM.1G693300.t1.p1_1	36596_0_000b98
OG0003357	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G120200.t2.p1_1, PruarM.1G120200.t1.p1_1	36596_0_000ba2
OG0003358	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G733300.t2.p1_1, PruarM.1G733300.t1.p1_1	36596_0_000ba4
OG0003359	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G181800.t2.p1_1, PruarM.1G181800.t1.p1_1	36596_0_000ba7
OG0003360	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G352500.t1.p1_1	36596_0_00181a, 36596_0_000bbf
OG0003361	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G438100.t2.p1_1, PruarM.1G438100.t1.p1_1	36596_0_000bc7
OG0003362	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G061900.t1.p1_1	36596_0_000ea5, 36596_0_000bc8
OG0003363	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G445600.t1.p1_1	36596_0_00325a, 36596_0_000bd0
OG0003364	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G619700.t2.p1_1, PruarM.1G619700.t1.p1_1	36596_0_000bd6
OG0003365	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G389500.t1.p1_1	36596_0_000bdc, 36596_0_0012ca
OG0003366	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G616700.t2.p1_1, PruarM.1G616700.t1.p1_1	36596_0_000bdf
OG0003367	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G784500.t1.p1_1, PruarM.1G784500.t2.p1_1	36596_0_000be6
OG0003368	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G086200.t1.p1_1	36596_0_003422, 36596_0_000bef
OG0003369	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G316000.t1.p1_1	36596_0_006965, 36596_0_000bfb
OG0003370	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G003000.t1.p1_1	36596_0_000bfd, 36596_0_0016b7
OG0003371	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G217200.t1.p1_1	36596_0_002317, 36596_0_000c06
OG0003372	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G753600.t1.p1_1	36596_0_000c07, 36596_0_005b15
OG0003373	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G085500.t1.p1_1	36596_0_003299, 36596_0_000c35
OG0003374	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G557700.t1.p1_1, PruarM.1G557700.t2.p1_1	36596_0_000c39
OG0003375	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G366600.t1.p1_1, PruarM.1G366600.t2.p1_1	36596_0_000c41
OG0003376	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G278300.t1.p1_1	36596_0_00572c, 36596_0_000c46
OG0003377	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G669900.t1.p1_1	36596_0_001507, 36596_0_000c47
OG0003378	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G787000.t2.p1_1, PruarM.1G787000.t1.p1_1	36596_0_000c4a
OG0003379	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G534000.t1.p1_1	36596_0_003037, 36596_0_000c4c
OG0003380	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G128000.t2.p1_1, PruarM.1G128000.t1.p1_1	36596_0_000c65
OG0003381	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G141300.t1.p1_1	36596_0_000c67, 36596_0_005856
OG0003382	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G420700.t2.p1_1, PruarM.1G420700.t1.p1_1	36596_0_000c6f
OG0003383	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G217500.t1.p1_1	36596_0_003a91, 36596_0_000c76
OG0003384	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G061400.t1.p1_1	36596_0_000c77, 36596_0_00124d
OG0003385	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G330700.t1.p1_1, PruarM.8G143000.t1.p1_1	36596_0_000c7d
OG0003386	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G478600.t1.p1_1, PruarM.1G478600.t2.p1_1	36596_0_000c9f
OG0003387	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G066500.t1.p1_1	36596_0_000ca3, 36596_0_00131f
OG0003388	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G253500.t1.p1_1	36596_0_000ca6, 36596_0_00161d
OG0003389	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G556100.t1.p1_1	36596_0_0059d7, 36596_0_000cd6
OG0003390	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G279500.t1.p1_1	36596_0_001801, 36596_0_000cd8
OG0003391	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G400700.t1.p1_1	36596_0_000cdb, 36596_0_003552
OG0003392	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G084600.t2.p1_1, PruarM.1G084600.t1.p1_1	36596_0_000ce2
OG0003393	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G039100.t1.p1_1	36596_0_000cfb, 36596_0_002dbd
OG0003394	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G770000.t1.p1_1, PruarM.1G770000.t2.p1_1	36596_0_000d00
OG0003395	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G688400.t2.p1_1, PruarM.1G688400.t1.p1_1	36596_0_000d01
OG0003396	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G278400.t2.p1_1, PruarM.1G278400.t1.p1_1	36596_0_000d07
OG0003397	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G431000.t2.p1_1, PruarM.1G431000.t1.p1_1	36596_0_000d0a
OG0003398	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G566500.t1.p1_1	36596_0_000d0b, 36596_0_006e23
OG0003399	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G564000.t1.p1_1	36596_0_004787, 36596_0_000d10
OG0003400	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G161900.t1.p1_1, PruarM.1G161900.t2.p1_1	36596_0_000d1b
OG0003401	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G085200.t1.p1_1, PruarM.1G085200.t2.p1_1	36596_0_000d28
OG0003402	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G457900.t1.p1_1	36596_0_000d3e, 36596_0_00150d
OG0003403	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G801300.t1.p1_1, PruarM.1G801900.t1.p1_1	36596_0_000d41
OG0003404	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G691400.t2.p1_1, PruarM.1G691400.t1.p1_1	36596_0_000d43
OG0003405	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G703100.t2.p1_1, PruarM.1G703100.t1.p1_1	36596_0_000d44
OG0003406	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G011100.t1.p1_1	36596_0_000d48, 36596_0_004f09
OG0003407	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G307800.t1.p1_1	36596_0_006ba5, 36596_0_000d4b
OG0003408	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G340700.t1.p1_1, PruarM.2G058100.t1.p1_1	36596_0_000d4d
OG0003409	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G786700.t1.p1_1, PruarM.1G786700.t2.p1_1	36596_0_000d51
OG0003410	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G538600.t2.p1_1, PruarM.1G538600.t1.p1_1	36596_0_000d59
OG0003411	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G379700.t1.p1_1	36596_0_000e68, 36596_0_000d62
OG0003412	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G587300.t1.p1_1	36596_0_000d79, 36596_0_000f71
OG0003413	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G239700.t1.p1_1, PruarM.1G239700.t2.p1_1	36596_0_000d7a
OG0003414	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G398900.t1.p1_1	36596_0_006443, 36596_0_000d7d
OG0003415	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G131300.t2.p1_1, PruarM.1G131300.t1.p1_1	36596_0_000d93
OG0003416	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G092300.t1.p1_1	36596_0_000d9a, 36596_0_00589c
OG0003417	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G059700.t1.p1_1, PruarM.1G059700.t2.p1_1	36596_0_000d9c
OG0003418	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G544700.t1.p1_1, PruarM.1G544700.t2.p1_1	36596_0_000dab
OG0003419	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G535800.t1.p1_1, PruarM.1G535800.t2.p1_1	36596_0_000dca
OG0003420	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G170800.t1.p1_1	36596_0_000dcc, 36596_0_000ff6
OG0003421	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G550700.t1.p1_1, PruarM.1G550700.t2.p1_1	36596_0_000de4
OG0003422	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G068500.t2.p1_1, PruarM.1G068500.t1.p1_1	36596_0_000de7
OG0003423	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G394800.t1.p1_1	36596_0_002a04, 36596_0_000ded
OG0003424	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G565900.t1.p1_1	36596_0_000df0, 36596_0_0033bd
OG0003425	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G121600.t1.p1_1, PruarM.8G144000.t1.p1_1	36596_0_000dff
OG0003426	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G136600.t2.p1_1, PruarM.1G136600.t1.p1_1	36596_0_000e04
OG0003427	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G245300.t1.p1_1	36596_0_00320b, 36596_0_000e08
OG0003428	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G580700.t1.p1_1	36596_0_0018f5, 36596_0_000e0f
OG0003429	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G344200.t1.p1_1, PruarM.1G376300.t1.p1_1	36596_0_000e14
OG0003430	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G621900.t1.p1_1	36596_0_000e29, 36596_0_0018b3
OG0003432	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G179500.t1.p1_1	36596_0_001236, 36596_0_000e3d
OG0003433	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G563100.t2.p1_1, PruarM.1G563100.t1.p1_1	36596_0_000e40
OG0003434	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G278600.t1.p1_1, PruarM.1G651300.t1.p1_1	36596_0_000e51
OG0003435	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G108500.t1.p1_1	36596_0_00640c, 36596_0_000e5d
OG0003436	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G712600.t2.p1_1, PruarM.1G712600.t1.p1_1	36596_0_000e5e
OG0003438	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G082900.t1.p1_1, PruarM.1G083000.t1.p1_1	36596_0_000e8a
OG0003439	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G635900.t1.p1_1	36596_0_0010b4, 36596_0_000e95
OG0003440	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G039300.t1.p1_1	36596_0_00748f, 36596_0_000e98
OG0003441	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G487000.t1.p1_1	36596_0_000e99, 36596_0_005483
OG0003442	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G160300.t1.p1_1, PruarM.8G058800.t2.p1_1	36596_0_000e9c
OG0003443	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G808100.t1.p1_1, PruarM.1G808100.t2.p1_1	36596_0_000e9f
OG0003444	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G447600.t1.p1_1	36596_0_00179f, 36596_0_000ea3
OG0003445	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G651600.t1.p1_1, PruarM.1G651700.t1.p1_1	36596_0_000eb0
OG0003446	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G167200.t1.p1_1	36596_0_000eb2, 36596_0_0043c9
OG0003447	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G160200.t1.p1_1	36596_0_000eb3, 36596_0_00127b
OG0003448	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G444400.t1.p1_1, PruarM.1G444700.t1.p1_1	36596_0_000eba
OG0003449	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G737500.t1.p1_1, PruarM.1G737500.t2.p1_1	36596_0_000ef2
OG0003450	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G308300.t1.p1_1, PruarM.1G060700.t1.p1_1	36596_0_000efa
OG0003451	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G699200.t1.p1_1, PruarM.1G699200.t2.p1_1	36596_0_000eff
OG0003452	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G796000.t1.p1_1	36596_0_0074dc, 36596_0_000f05
OG0003453	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G203300.t2.p1_1, PruarM.1G203300.t1.p1_1	36596_0_000f0c
OG0003454	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G497800.t1.p1_1	36596_0_000f24, 36596_0_000fb2
OG0003455	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G460300.t1.p1_1	36596_0_000f33, 36596_0_001982
OG0003456	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G104800.t1.p1_1	36596_0_000f3e, 36596_0_004e12
OG0003457	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G774400.t1.p1_1	36596_0_00101b, 36596_0_000f41
OG0003458	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G353700.t1.p1_1	36596_0_003e97, 36596_0_000f56
OG0003459	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G242800.t1.p1_1, PruarM.1G245400.t1.p1_1	36596_0_000f82
OG0003460	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G647000.t1.p1_1	36596_0_001547, 36596_0_000f90
OG0003461	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G293200.t1.p1_1	36596_0_005fd7, 36596_0_000fa1
OG0003462	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G640800.t1.p1_1	36596_0_001795, 36596_0_000fc8
OG0003463	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G000200.t1.p1_1	36596_0_000fcd, 36596_0_003295
OG0003464	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G765100.t1.p1_1, PruarM.1G765200.t1.p1_1	36596_0_000fcf
OG0003465	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G049900.t2.p1_1	36596_0_000fd2, 36596_0_003af0
OG0003466	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G438500.t2.p1_1, PruarM.1G438500.t1.p1_1	36596_0_000fd5
OG0003467	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G038900.t1.p1_1	36596_0_0018d3, 36596_0_000fdd
OG0003468	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G792000.t1.p1_1	36596_0_005138, 36596_0_000fea
OG0003469	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G522000.t1.p1_1, PruarM.7G182900.t1.p1_1	36596_0_000fed
OG0003470	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G246500.t1.p1_1, PruarM.1G471100.t1.p1_1	36596_0_000ff0
OG0003471	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G125500.t2.p1_1, PruarM.1G125500.t1.p1_1	36596_0_000ffa
OG0003472	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G390100.t1.p1_1, PruarM.1G629100.t1.p1_1	36596_0_001000
OG0003473	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G531200.t1.p1_1, PruarM.1G531200.t2.p1_1	36596_0_00100e
OG0003474	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G065300.t2.p1_1, PruarM.1G065300.t1.p1_1	36596_0_001016
OG0003475	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G521900.t1.p1_1	36596_0_003661, 36596_0_00101a
OG0003476	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G252000.t1.p1_1	36596_0_00102a, 36596_0_00314b
OG0003477	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G624200.t1.p1_1	36596_0_00151b, 36596_0_001032
OG0003478	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G668000.t1.p1_1	36596_0_0015dd, 36596_0_001038
OG0003479	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G769700.t1.p1_1, PruarM.1G769700.t2.p1_1	36596_0_00103c
OG0003480	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G165300.t2.p1_1, PruarM.1G165300.t1.p1_1	36596_0_001048
OG0003481	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G777900.t2.p1_1, PruarM.1G777900.t1.p1_1	36596_0_00104a
OG0003482	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G526700.t1.p1_1, PruarM.1G526700.t2.p1_1	36596_0_00104b
OG0003483	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G558100.t1.p1_1	36596_0_005fa4, 36596_0_00104e
OG0003484	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G181300.t1.p1_1	36596_0_00742d, 36596_0_00104f
OG0003485	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G617400.t1.p1_1, PruarM.1G617400.t2.p1_1	36596_0_001057
OG0003486	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G373300.t2.p1_1, PruarM.1G373300.t1.p1_1	36596_0_001063
OG0003487	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G566000.t1.p1_1	36596_0_001065, 36596_0_00138d
OG0003488	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G359700.t1.p1_1, PruarM.8G365500.t1.p2_1	36596_0_00106e
OG0003489	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G806800.t1.p1_1	36596_0_00108d, 36596_0_0025dc
OG0003490	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G175500.t1.p1_1	36596_0_001091, 36596_0_001231
OG0003491	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G049400.t1.p1_1	36596_0_0028c3, 36596_0_001095
OG0003492	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G373000.t2.p1_1, PruarM.1G373000.t1.p1_1	36596_0_0010aa
OG0003493	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G191000.t2.p1_1, PruarM.1G191000.t1.p1_1	36596_0_0010ad
OG0003494	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G467300.t1.p1_1	36596_0_0010b0, 36596_0_002c05
OG0003495	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G081300.t1.p1_1	36596_0_0010c7, 36596_0_00131a
OG0003496	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G147300.t1.p1_1, PruarM.1G146400.t1.p1_1	36596_0_0010e3
OG0003497	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G695500.t1.p1_1, PruarM.1G695500.t2.p1_1	36596_0_0010e9
OG0003498	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G610300.t1.p1_1	36596_0_005f4e, 36596_0_0010f1
