source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
tZ-ribotide	AT3G53450	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT2G28305	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
AT2G35990	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT5G26140	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT5G11950	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT4G35190	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT5G06300	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT2G37210	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT3G53450	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
AT2G28305	tZ	activation	True	catalysis	rx00355	ACTIVATES	ACTIVATES
tZ-ribotide	tZ	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
BA-CoA	AT5G48950	activation	True	catalysis	rx00536	PRODUCT	ACTIVATES
AT5G48950	BA	activation	True	catalysis	rx00536	ACTIVATES	PRODUCT
BA-CoA	BA	activation	True	catalysis	rx00536	PRODUCT	PRODUCT
AT3G18980	SCF	binding	False	binding/oligomerisation	rx00011	SUBSTRATE	SUBSTRATE
AT3G18910	SCF	binding	False	binding/oligomerisation	rx00011	SUBSTRATE	SUBSTRATE
SCF	AT3G18980	binding	False	binding/oligomerisation	rx00011	SUBSTRATE	SUBSTRATE
SCF	AT3G18910	binding	False	binding/oligomerisation	rx00011	SUBSTRATE	SUBSTRATE
AT3G18980	ETP|SCF	activation	True	binding/oligomerisation	rx00011	SUBSTRATE	ACTIVATES
AT3G18910	ETP|SCF	activation	True	binding/oligomerisation	rx00011	SUBSTRATE	ACTIVATES
SCF	ETP|SCF	activation	True	binding/oligomerisation	rx00011	SUBSTRATE	ACTIVATES
tZ-riboside	tZ	activation	True	catalysis	rx00356	PRODUCT	ACTIVATES
AT1G75450	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT5G56970	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT2G19500	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT5G21482	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT2G41510	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT3G63440	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
AT4G29740	tZ	inhibition	True	degradation/secretion	rx00358	ACTIVATES	ACTIVATES
iP	AT5G11160	activation	True	catalysis	rx00366	ACTIVATES	ACTIVATES
iP	AT1G80050	activation	True	catalysis	rx00366	ACTIVATES	ACTIVATES
iP	AT4G22570	activation	True	catalysis	rx00366	ACTIVATES	ACTIVATES
iP	AT1G27450	activation	True	catalysis	rx00366	ACTIVATES	ACTIVATES
iP	AT4G12440	activation	True	catalysis	rx00366	ACTIVATES	ACTIVATES
AT5G11160	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
AT1G80050	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
AT4G22570	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
AT1G27450	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
AT4G12440	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
iP	iP-ribotide	activation	True	catalysis	rx00366	ACTIVATES	PRODUCT
iP-ribotide	AT2G35990	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT5G26140	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT5G11950	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT4G35190	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT5G06300	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT2G37210	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT3G53450	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
iP-ribotide	AT2G28305	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
AT2G35990	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT5G26140	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT5G11950	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT4G35190	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT5G06300	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT2G37210	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT3G53450	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
AT2G28305	iP	activation	True	catalysis	rx00367	ACTIVATES	ACTIVATES
iP-ribotide	iP	activation	True	catalysis	rx00367	PRODUCT	ACTIVATES
AT5G25350	SCF	inhibition	False	binding/oligomerisation	rx00016	PRODUCT	SUBSTRATE
AT2G25490	SCF	inhibition	False	binding/oligomerisation	rx00016	PRODUCT	SUBSTRATE
SCF	AT5G25350	inhibition	False	binding/oligomerisation	rx00016	SUBSTRATE	PRODUCT
SCF	AT2G25490	inhibition	False	binding/oligomerisation	rx00016	SUBSTRATE	PRODUCT
iP-riboside	iP	activation	True	catalysis	rx00368	PRODUCT	ACTIVATES
AT1G75450	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT5G56970	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT2G19500	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT5G21482	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT2G41510	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT3G63440	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
AT4G29740	iP	inhibition	True	degradation/secretion	rx00370	ACTIVATES	ACTIVATES
VPg	AT1G50010	inhibition	False	binding/oligomerisation	rx00662	SUBSTRATE	SUBSTRATE
AT1G50010	VPg	inhibition	False	binding/oligomerisation	rx00662	SUBSTRATE	SUBSTRATE
Heat	AT2G26150	activation	True	transcriptional/translational activation	rx00574	ACTIVATES	PRODUCT
AT1G64280	EDS1|PAD4	inhibition	True	unknown	rx00088	SUBSTRATE	PRODUCT
AT4G01370	EDS1|PAD4	inhibition	True	unknown	rx00089	ACTIVATES	PRODUCT
AT2G26150	AT1G09080	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G16030	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G56410	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT3G09440	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT3G12580	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT4G24280	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT4G37910	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G02490	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G02500	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G09590	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G28540	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G42020	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G49910	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G07400	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G53540	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G54050	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT1G59860	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT2G19310	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT2G29500	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT3G46230	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT4G10250	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G12020	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G12030	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G37670	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT2G26150	AT5G59720	activation	True	transcriptional/translational activation	rx00575	PRODUCT	PRODUCT
AT3G23240	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	PRODUCT	ACTIVATES
AT4G17500	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	PRODUCT	ACTIVATES
AT3G12250	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	SUBSTRATE	ACTIVATES
AT5G06960	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	SUBSTRATE	ACTIVATES
AT5G06950	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	SUBSTRATE	ACTIVATES
AT1G28480	AT1G06160	inhibition	True	transcriptional/translational repression	rx00151	PRODUCT	ACTIVATES
AT5G03280	AT2G14580	inhibition	True	unknown	rx00210	PRODUCT	PRODUCT
AT5G03280	AT2G14610	inhibition	True	unknown	rx00210	PRODUCT	PRODUCT
SA	AT1G20620	inhibition	True	unknown	rx00311	PRODUCT	SUBSTRATE
SA	AT1G20630	inhibition	True	unknown	rx00311	PRODUCT	SUBSTRATE
SA	AT4G35090	inhibition	True	unknown	rx00311	PRODUCT	SUBSTRATE
CA-CoA	AT5G65940	activation	True	catalysis	rx00539	PRODUCT	ACTIVATES
AT5G65940	BD	activation	True	catalysis	rx00539	ACTIVATES	PRODUCT
CA-CoA	BD	activation	True	catalysis	rx00539	PRODUCT	PRODUCT
VPg	AT2G24680	inhibition	False	binding/oligomerisation	rx00520	SUBSTRATE	SUBSTRATE
AT2G24680	VPg	inhibition	False	binding/oligomerisation	rx00520	SUBSTRATE	SUBSTRATE
VPg	AT4G18040	inhibition	False	binding/oligomerisation	rx00521	SUBSTRATE	SUBSTRATE
AT4G18040	VPg	inhibition	False	binding/oligomerisation	rx00521	SUBSTRATE	SUBSTRATE
AT1G32640	AT1G04180	activation	True	transcriptional/translational activation	rx00410	SUBSTRATE	PRODUCT
AT1G32640	AT4G13260	activation	True	transcriptional/translational activation	rx00410	SUBSTRATE	PRODUCT
AT1G32640	AT4G28720	activation	True	transcriptional/translational activation	rx00410	SUBSTRATE	PRODUCT
AT1G28370	AT5G67480	activation	True	transcriptional/translational activation	rx00411	ACTIVATES	PRODUCT
AT4G18040	HC-Pro	inhibition	False	binding/oligomerisation	rx00522	SUBSTRATE	SUBSTRATE
HC-Pro	AT4G18040	inhibition	False	binding/oligomerisation	rx00522	SUBSTRATE	SUBSTRATE
AT2G24860	AT3G48090	inhibition	True	protein deactivation	rx00524	TRANSLOCATE_TO	SUBSTRATE
AT1G50030	AT5G03280	inhibition	True	protein deactivation	rx00525	ACTIVATES	PRODUCT
NPR1|TGA2,5,6	AT1G18870	activation	True	transcriptional/translational activation	rx00526	PRODUCT	ACTIVATES
NPR1|TGA2,5,6	AT1G74710	activation	True	transcriptional/translational activation	rx00526	PRODUCT	ACTIVATES
SA	AT2G47750	activation	True	catalysis	rx00419	PRODUCT	ACTIVATES
SA	AT4G27260	activation	True	catalysis	rx00419	PRODUCT	ACTIVATES
AT2G47750	SA-Asp	activation	True	catalysis	rx00419	ACTIVATES	PRODUCT
AT4G27260	SA-Asp	activation	True	catalysis	rx00419	ACTIVATES	PRODUCT
SA	SA-Asp	activation	True	catalysis	rx00419	PRODUCT	PRODUCT
AT2G22040	AT3G08850	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT2G22040	AT5G01770	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT3G18140	AT3G08850	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT3G18140	AT5G01770	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT2G22040	AT1G50030	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT3G18140	AT1G50030	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT3G08850	AT2G22040	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT3G08850	AT3G18140	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT5G01770	AT2G22040	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT5G01770	AT3G18140	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	SUBSTRATE
AT3G08850	AT1G50030	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT5G01770	AT1G50030	binding	False	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT1G50030	AT2G22040	binding	False	binding/oligomerisation	rx00420	ACTIVATES	SUBSTRATE
AT1G50030	AT3G18140	binding	False	binding/oligomerisation	rx00420	ACTIVATES	SUBSTRATE
AT1G50030	AT3G08850	binding	False	binding/oligomerisation	rx00420	ACTIVATES	SUBSTRATE
AT1G50030	AT5G01770	binding	False	binding/oligomerisation	rx00420	ACTIVATES	SUBSTRATE
AT2G22040	TORC1	activation	True	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT3G18140	TORC1	activation	True	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT3G08850	TORC1	activation	True	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT5G01770	TORC1	activation	True	binding/oligomerisation	rx00420	SUBSTRATE	ACTIVATES
AT1G50030	TORC1	activation	True	binding/oligomerisation	rx00420	ACTIVATES	ACTIVATES
trichous-bacteria	flg22	activation	True	transcriptional/translational activation	rx00528	ACTIVATES	SUBSTRATE
AT1G10940	AT3G08850	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
AT1G10940	AT5G01770	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
AT1G78290	AT3G08850	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
AT1G78290	AT5G01770	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
AT4G33950	AT3G08850	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
AT4G33950	AT5G01770	inhibition	True	protein deactivation	rx00421	ACTIVATES	SUBSTRATE
SA	AT1G64280	inhibition	True	degradation/secretion	rx00422	PRODUCT	SUBSTRATE
AT5G45110	AT1G64280	inhibition	True	degradation/secretion	rx00422	ACTIVATES	SUBSTRATE
SA	AT1G64280	inhibition	True	degradation/secretion	rx00423	PRODUCT	SUBSTRATE
AT4G19660	AT1G64280	inhibition	True	degradation/secretion	rx00423	ACTIVATES	SUBSTRATE
AT5G11850	AT4G26070	activation	True	protein activation	rx00424	ACTIVATES	PRODUCT
Trp	iaaM[unknown]	activation	True	catalysis	rx00425	SUBSTRATE	ACTIVATES
iaaM[unknown]	IAM	activation	True	catalysis	rx00425	ACTIVATES	PRODUCT
Trp	IAM	activation	True	catalysis	rx00425	SUBSTRATE	PRODUCT
AT2G39660	AT5G60010	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT5G51060	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT5G47910	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT5G07390	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT4G25090	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT4G11230	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT3G45810	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT1G64060	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT1G19230	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT2G39660	AT1G09090	activation	True	protein activation	rx00427	PRODUCT	ACTIVATES
AT1G73805	AT1G18870	activation	True	transcriptional/translational activation	rx00428	ACTIVATES	ACTIVATES
AT1G73805	AT1G74710	activation	True	transcriptional/translational activation	rx00428	ACTIVATES	ACTIVATES
S-alkyl-thiohydroximate	AT2G20610	activation	True	catalysis	rx00429	SUBSTRATE	ACTIVATES
AT2G20610	Thiohydroximate	activation	True	catalysis	rx00429	ACTIVATES	PRODUCT
S-alkyl-thiohydroximate	Thiohydroximate	activation	True	catalysis	rx00429	SUBSTRATE	PRODUCT
AT1G11960	Ca2+	translocation	True	translocation	rx00602	ACTIVATES	SUBSTRATE
AT4G04340	Ca2+	translocation	True	translocation	rx00603	PRODUCT	SUBSTRATE
MVA	AT5G27450	activation	True	catalysis	rx00431	SUBSTRATE	ACTIVATES
AT5G27450	5-phosphomevalonate	activation	True	catalysis	rx00431	ACTIVATES	PRODUCT
MVA	5-phosphomevalonate	activation	True	catalysis	rx00431	SUBSTRATE	PRODUCT
AT1G64280	AT1G32640	inhibition	True	protein deactivation	rx00432	SUBSTRATE	SUBSTRATE
AT1G58100	AT1G18870	activation	True	transcriptional/translational activation	rx00433	ACTIVATES	ACTIVATES
AT1G58100	AT1G74710	activation	True	transcriptional/translational activation	rx00433	ACTIVATES	ACTIVATES
IAA-Ala	AT1G51760	activation	True	catalysis	rx00434	SUBSTRATE	ACTIVATES
IAA-Ala	AT1G68100	activation	True	catalysis	rx00434	SUBSTRATE	ACTIVATES
AT1G51760	IAA	activation	True	catalysis	rx00434	ACTIVATES	PRODUCT
AT1G68100	IAA	activation	True	catalysis	rx00434	ACTIVATES	PRODUCT
IAA-Ala	IAA	activation	True	catalysis	rx00434	SUBSTRATE	PRODUCT
Trp	AT1G70560	activation	True	catalysis	rx00413	SUBSTRATE	ACTIVATES
AT1G70560	IPA	activation	True	catalysis	rx00413	ACTIVATES	PRODUCT
Trp	IPA	activation	True	catalysis	rx00413	SUBSTRATE	PRODUCT
AT4G39400	AT4G33430	binding	False	binding/oligomerisation	rx00529	SUBSTRATE	SUBSTRATE
AT4G33430	AT4G39400	binding	False	binding/oligomerisation	rx00529	SUBSTRATE	SUBSTRATE
AT4G39400	BAK1|BRI1	activation	True	binding/oligomerisation	rx00529	SUBSTRATE	PRODUCT
AT4G33430	BAK1|BRI1	activation	True	binding/oligomerisation	rx00529	SUBSTRATE	PRODUCT
Brassinolide	BAK1|BRI1	activation	True	binding/oligomerisation	rx00529	ACTIVATES	PRODUCT
IPA	AT1G04180	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
IPA	AT4G13260	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
IPA	AT4G28720	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
AT1G04180	IAA	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
AT4G13260	IAA	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
AT4G28720	IAA	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
IPA	IAA	activation	True	catalysis	rx00414	PRODUCT	PRODUCT
Trp	AT4G39950	activation	True	catalysis	rx00415	SUBSTRATE	ACTIVATES
AT4G39950	IAOx	activation	True	catalysis	rx00415	ACTIVATES	PRODUCT
Trp	IAOx	activation	True	catalysis	rx00415	SUBSTRATE	PRODUCT
IAOx	AT4G31500	activation	True	catalysis	rx00416	PRODUCT	ACTIVATES
AT4G31500	IAOx N-oxide	activation	True	catalysis	rx00416	ACTIVATES	PRODUCT
IAOx	IAOx N-oxide	activation	True	catalysis	rx00416	PRODUCT	PRODUCT
IAN	AT3G44310	activation	True	catalysis	rx00417	SUBSTRATE	ACTIVATES
AT3G44310	IAA	activation	True	catalysis	rx00417	ACTIVATES	PRODUCT
IAN	IAA	activation	True	catalysis	rx00417	SUBSTRATE	PRODUCT
IAM	AT1G08980	activation	True	catalysis	rx00418	PRODUCT	ACTIVATES
AT1G08980	IAA	activation	True	catalysis	rx00418	ACTIVATES	PRODUCT
IAM	IAA	activation	True	catalysis	rx00418	PRODUCT	PRODUCT
AT5G60300	AT5G27450	activation	True	protein activation	rx00435	ACTIVATES	ACTIVATES
AT1G06160	AT3G23240	activation	True	transcriptional/translational activation	rx00436	ACTIVATES	PRODUCT
AT1G06160	AT4G17500	activation	True	transcriptional/translational activation	rx00436	ACTIVATES	PRODUCT
AT1G73805	AT1G58100	binding	False	binding/oligomerisation	rx00437	ACTIVATES	ACTIVATES
AT1G58100	AT1G73805	binding	False	binding/oligomerisation	rx00437	ACTIVATES	ACTIVATES
AT1G73805	SARD1|TCP8	activation	True	binding/oligomerisation	rx00437	ACTIVATES	PRODUCT
AT1G58100	SARD1|TCP8	activation	True	binding/oligomerisation	rx00437	ACTIVATES	PRODUCT
AT1G58100	AT4G18170	binding	False	binding/oligomerisation	rx00438	ACTIVATES	PRODUCT
